ID,original_shape_VoxelVolume,original_shape_Sphericity,original_shape_SurfaceArea,original_firstorder_Skewness,original_firstorder_Minimum,original_firstorder_Mean,original_firstorder_Maximum,original_firstorder_Kurtosis,original_glcm_Correlation,original_glcm_Contrast,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_DifferenceAverage,original_glcm_Idmn,original_ngtdm_Coarseness,original_ngtdm_Contrast,original_ngtdm_Busyness,original_glrlm_ShortRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_gldm_GrayLevelNonUniformity,original_glrlm_RunLengthNonUniformity,original_glrlm_RunPercentage
035,7115.891380586803,0.460220399505386,3876.995556484927,-1.0434985995507182,0.0,899.8513293158453,1497.0,2.9341178722770818,0.6319650162466784,76.82783109704405,0.0036007634064846,9.335941884462839,6.119346525233783,0.9807605297601087,0.000575468529275426,0.3313686456559018,0.5935911873459151,0.9543073278038986,1.210469008600509,0.0025780192850880725,1449.672514457812,0.0025235828910840762,1370.327999428335,0.002813294437663985,1818.243219500641,579.2702587734847,11740.02589636696,0.9383361055817632
036,137551.29255997972,0.3334065517890153,38626.49825210054,-2.0609673161314768,0.0,984.0312644893468,1749.0,6.614377265768932,0.7696071983919415,32.038829129302144,0.009813357857564532,7.949485036975662,3.5938606200954384,0.9939251600566712,3.3389307639659585e-05,0.08440909542555589,6.60202245440948,0.9200827749467462,1.4000408927001602,0.0026870263891324783,1655.4223012718055,0.0022863823996098183,1512.6600619434937,0.0052776733306530476,2374.1215740857238,18564.7380369454,167196.51046258074,0.8927010858822639
037,4078.67431640625,0.2790935557926261,4394.068798591424,-0.5819576440837066,0.0,753.8541900486345,1623.0,2.0673297632321668,0.6408591130852006,116.52392591031115,0.001934469964626874,10.052111538532136,7.661345195615397,0.9754933699466526,0.0007885950551167317,0.5520032976290075,0.5828981150226099,0.9669787361631444,1.1476151555408238,0.021261948714360827,1113.6173828615686,0.02035642203734816,1067.632281069951,0.02546930920702994,1321.7298690299315,303.5736999625889,9367.686370303092,0.9554447610003164
038,288.39111328125,0.5534962839789767,375.0755133180242,-0.7500064877561523,213.0,828.7751322751323,1096.0,2.415890863716589,0.5451989504947812,52.81015197027648,0.00728114950072915,7.950886301239736,5.041503727630464,0.9652062199201864,0.010430830919599031,0.4127661497622646,0.08990365217400269,0.9430382446601532,1.2851963567866245,0.005315660884924528,709.3969940130135,0.005236635205987518,652.6884725138748,0.005691497699084558,999.7112013752693,35.1005291005291,602.3823773880457,0.921957671957672
039,1305.0079345703125,0.41465124590182895,1381.8377185401152,0.08888003486543168,53.0,600.5714703303128,1521.0,1.58684848875744,0.66532481221035,100.00242092991648,0.002719530907765832,9.496392928218873,7.152029641316582,0.9740576023789416,0.0022170778546136407,0.5807040193015734,0.40004367042396094,0.951108928019198,1.2446149022378998,0.010880354092883644,641.0359622840842,0.010493951585579293,595.539200970644,0.012645085238425604,882.5312679105591,102.66384098216896,2819.971746532899,0.9329705664110808
040,7324.825286865234,0.4898649128555403,3713.0011262275157,-1.6325511597767022,0.0,925.5497123519458,1401.0,4.720438716355842,0.637418584547684,53.32648910182671,0.00859569846019457,8.30259138152853,4.640256379706554,0.9853339951325254,0.0005029227119349403,0.21100488130682546,0.618566082624751,0.9313120137761848,1.3437709501135893,0.002917070153021399,1487.0456431858324,0.002848347527085765,1368.7457903483335,0.003233285426614101,2083.188901307096,998.9415228426396,11192.298740896267,0.9064063516855394
041,850.6889343261719,0.3658340872745042,1172.364462938513,0.03675557787095273,0.0,663.3157894736843,1411.0,2.1085425405437674,0.5115270493277587,132.28460270927496,0.001209017075433052,9.978274866832717,8.844310433569184,0.964021811235928,0.004507779905115434,0.5384289153892523,0.19465278527139812,0.9768316543333809,1.100701968885721,0.010403672569395606,866.4200175458639,0.010071939507686856,843.1836726470865,0.011744600392351513,969.2360381000664,43.943027672273466,1680.685006181093,0.9688634751033014
042,31809.38265115166,0.3499280881600311,13857.045237752449,-0.79223603187573,0.0,881.5165798450432,3402.0,3.2611947288583294,0.5837188362893629,152.04142049312196,0.0015924354242723756,10.420657909541786,8.605952373603492,0.9922602087600798,0.00010325645122354915,0.19378796407150556,1.5759912004294223,0.9643926351050224,1.1606305427828982,0.02255591600370321,1480.204528821039,0.020074999902367482,1423.5362466337433,0.0369108936842542,1732.0431679292803,2229.5878308697147,65557.90304432057,0.9518531551744128
043,1504.3844709362418,0.2941521020851805,2133.973284757483,0.5566636194982081,30.0,488.9770447960777,1082.0,2.0107074524795485,0.6706420674957164,89.40845418087733,0.002133365495057748,9.56856954611026,6.788049988354139,0.9587030977702712,0.0018209456935388774,0.5737938835029104,1.1926655322921669,0.9551851874355948,1.2219354992682845,0.009639438310341808,486.8427500875546,0.00916215414336665,463.44437299145414,0.01215977047104566,602.9639970255507,144.23200356585693,3768.5521393049157,0.9391404227597674
044,707.6526834537024,0.3719571895736144,1016.1915020724934,1.06469150381874,148.0,433.9958158995816,1036.0,3.205441948379512,0.6069359985920529,66.76730910720879,0.003103200092230405,8.998531562312424,6.01044210263412,0.958262470843926,0.003828248859427039,0.3597144265335939,1.2606518877453894,0.9564807350597384,1.2188939575530802,0.02118583836502575,241.31876521249737,0.02023328452164244,231.4158121280008,0.02648533614351976,289.37056502358536,91.05020920502092,1612.8425048655392,0.940497264242034
045,6297.7752685546875,0.35361044443466993,4645.065291055882,0.37059530456266,0.0,595.2942685429492,1754.0,1.8778607755238792,0.6071735208886992,161.68833018083333,0.0007979347694432277,10.78078424836027,9.412913527618187,0.9713701814285683,0.0005804325153237705,0.5865576086887633,1.3126106010281824,0.9729580764445294,1.115608708258787,0.01821959695481173,790.5317910385049,0.01788536735044393,766.6607100563858,0.019780769321693877,892.8700708633694,312.5428026971563,12246.978530543096,0.9640022100444264
046,25564.05639648437,0.5847841752241483,7152.941567995462,-0.497776845753493,0.0,775.002888920988,1652.0,1.9855695508227784,0.5957282832157087,146.14210767714468,0.0014004415976024164,10.354387360750806,8.798368329542416,0.971179997801488,0.0012200941754667786,0.5975783824132082,0.3583282923528885,0.9688201022179972,1.1360555716386904,0.017938042473902804,1188.136576116401,0.017455660215027494,1142.1703078363025,0.019990942776809833,1391.116920336577,174.5565506283403,6113.304893342962,0.958366204068934
047,40393.06640625,0.5101381559158393,11119.624161105225,-0.807121942628756,0.0,857.9622997884558,1685.0,2.497994119501459,0.5441551363242437,160.33328420779438,0.00205342251712932,10.188497621760067,8.679231334382548,0.970178440454604,0.0005664431823603087,0.5781049720968912,0.5938249309637512,0.962657850810512,1.1689699480749545,0.022869398439723437,1411.8699068439043,0.02198299807805764,1346.8064643857242,0.02703647442928982,1707.8518345603782,400.4383499546691,11394.194087715745,0.9495199572262132
048,3146.695775985718,0.6072867594680119,1703.8831613795112,-0.775586776875962,40.0,827.9581241581976,1218.0,2.122719974688579,0.7295660269487769,67.32766291352921,0.008743701314794556,8.764548892850001,5.423770003202001,0.9742748257127181,0.001116555029245506,0.4550556057526237,0.4451723219154057,0.9258902921462993,1.4184314877202266,0.003131640594923689,1165.1706959441765,0.003039621459508019,1043.3636499661086,0.003588259169412325,1869.3331284174426,418.5364270846088,6028.495767523875,0.8941424682822994
049,1659.9930667877195,0.5397695308781585,1247.872542900368,0.02169112457872993,164.0,725.5282217782218,1272.0,1.6757181584108238,0.7638889059032599,46.78178677734218,0.002414151362428194,9.365411637716699,5.0847097840001245,0.9787265604569692,0.003043884199432747,0.30634504417394803,0.3414441590410769,0.9504872420321356,1.233430637034613,0.0052697948120401005,643.8361731677395,0.005123518990004272,600.4649452105909,0.005916941285100306,856.8183856122405,124.42757242757244,3282.8790875622662,0.9328748174902022
050,2426.1932373046875,0.4950534561182172,1757.3718899917149,-0.3042436181431375,0.0,690.0280183392766,1631.0,1.6012577937177082,0.6869614817702676,116.69792154110101,0.002132689861510986,9.977721778748947,7.651013693884906,0.9759974871466632,0.0010069616932041354,0.58984911283359,0.5077823323929762,0.961710129957682,1.1741500584093816,0.014943250964430797,973.9119804564639,0.014507022550208925,924.4576987529242,0.01696782906891684,1204.0898338473366,229.84207845134998,6733.020288567459,0.9481464790940084
051,4863.594415785465,0.6441154345653998,2148.695826731069,-1.1918048468904472,0.0,998.0389727011494,1567.0,5.493037413770994,0.2834529356926354,50.18887177505686,0.0038038364241760095,8.772469519238296,5.3116323280732,0.9880373065718102,0.0006151443254488977,0.1109533839134756,0.5091049294371729,0.9565477407847288,1.1951123734992732,0.0008945783804072654,1674.2863723480866,0.0008630676490571866,1598.0066379956197,0.0010330722035942132,2016.9588300474359,599.6508620689656,9354.874090504516,0.94188632847038
052,3043.365478515625,0.4788715013409442,2113.2242886063927,-1.063783491950244,152.0,864.4729255452494,1486.0,2.784036413779172,0.5992321663448364,62.517433626457255,0.01657440879342681,7.822432365258759,4.753319015858021,0.9808439209607372,0.0007804459609017504,0.2709276807922908,0.5516361434056716,0.8960391977340076,1.6865347029149116,0.004980115648040919,898.0904978192473,0.0047868478173611635,770.6918212958734,0.006146755916536696,1755.549714223121,587.8698922035597,5221.810104981463,0.8498177680930251
053,1009.4797922730536,0.4778147371691395,1012.527378828524,-0.13749517253070098,159.0,692.3647002627181,1069.0,1.5972744270471402,0.4971645763228028,105.7638424729328,0.0055920724467006504,9.029182956160216,7.418162620644001,0.9379799915389776,0.0011942794947058268,0.91111890294941,1.0795200379711016,0.943234614757984,1.4061279196043208,0.009766330784148566,570.5083238762752,0.009447263379279251,518.1104768869792,0.011404454586581224,994.653610739075,162.0752328636255,3332.2675680467296,0.9141114438463376
054,1487438.96484375,0.5742288915836224,109698.61812121911,-2.3516309215472098,0.0,1002.4332579954207,2631.0,8.633572918083475,0.7589676548700085,26.34998461238555,0.011297687744287296,7.678274105741267,3.3281853175238,0.9977215738376004,2.220758275029479e-05,0.03316792523680585,6.603030823322798,0.9151316007005981,1.4292142068522569,0.0014443743382973454,1700.3373978193729,0.0012946909012645606,1546.6062144839093,0.002341161213130237,2481.911761023005,30305.54727823325,240344.66139292828,0.8862240706335545
055,26419.708268019585,0.5260373121919367,8124.015423230398,-0.4760095885756202,0.0,740.3202912726877,1914.0,1.8054672220281556,0.5657036261688932,202.96536128292087,0.002524105711879691,10.06412968530296,9.546045187880193,0.9704217126142798,0.0006297304042015317,0.8483488446272074,0.6656218386887361,0.9573208830904999,1.2004398962298701,0.05822843538622757,1151.270651606747,0.053438469829152166,1089.3482609160096,0.08190778460258957,1444.4256129180988,281.35061406368874,7748.657914000869,0.9416785800874486
